        xB          xP          xN  |     f(xB)     f(xP)     f(xN)
-16.136604  -16.136604  -16.120979  |  0.429725  0.429725  0.429724
-16.120979  -16.105354  -16.120979  |  0.429724  0.429733  0.429724
-16.120979  -16.120979  -16.128791  |  0.429724  0.429724  0.429723
-16.128791  -16.136604  -16.128791  |  0.429723  0.429725  0.429723
-16.128791  -16.128791  -16.124885  |  0.429723  0.429723  0.429723
-16.124885  -16.120979  -16.124885  |  0.429723  0.429724  0.429723
-16.124885  -16.124885  -16.126838  |  0.429723  0.429723  0.429723
-16.126838  -16.128791  -16.126838  |  0.429723  0.429723  0.429723
-16.126838  -16.126838  -16.126838  |  0.429723  0.429723  0.429723
-16.126838  -16.126838  -16.126838  |  0.429723  0.429723  0.429723
-16.126838  -16.126838  -16.126594  |  0.429723  0.429723  0.429723
-16.126594  -16.126350  -16.126594  |  0.429723  0.429723  0.429723
-16.126594  -16.126594  -16.126594  |  0.429723  0.429723  0.429723
-16.126594  -16.126594  -16.126594  |  0.429723  0.429723  0.429723
-16.126594  -16.126594  -16.126594  |  0.429723  0.429723  0.429723
-16.126594  -16.126594  -16.126594  |  0.429723  0.429723  0.429723
-16.126594  -16.126594  -16.126594  |  0.429723  0.429723  0.429723
-16.126594  -16.126594  -16.126594  |  0.429723  0.429723  0.429723
-16.126594  -16.126594  -16.126596  |  0.429723  0.429723  0.429723
-16.126596  -16.126598  -16.126596  |  0.429723  0.429723  0.429723
        xB          xP          xN  |     f(xB)     f(xP)     f(xN)
-47.617972  -47.617972  -47.117972  |  0.518559  0.518559  0.506059
-47.117972  -46.617972  -46.117972  |  0.506059  0.482050  0.480145
-46.117972  -45.117972  -45.617972  |  0.480145  0.516160  0.488621
-46.117972  -46.117972  -46.367972  |  0.480145  0.480145  0.479744
-46.367972  -46.617972  -46.367972  |  0.479744  0.482050  0.479744
-46.367972  -46.367972  -46.242972  |  0.479744  0.479744  0.479599
-46.242972  -46.117972  -46.242972  |  0.479599  0.480145  0.479599
-46.242972  -46.242972  -46.305472  |  0.479599  0.479599  0.479585
-46.305472  -46.367972  -46.305472  |  0.479585  0.479744  0.479585
-46.305472  -46.305472  -46.274222  |  0.479585  0.479585  0.479570
-46.274222  -46.242972  -46.274222  |  0.479570  0.479599  0.479570
-46.274222  -46.274222  -46.274222  |  0.479570  0.479570  0.479570
-46.274222  -46.274222  -46.282034  |  0.479570  0.479570  0.479570
-46.282034  -46.289847  -46.282034  |  0.479570  0.479572  0.479570
-46.282034  -46.282034  -46.278128  |  0.479570  0.479570  0.479570
-46.278128  -46.274222  -46.278128  |  0.479570  0.479570  0.479570
-46.278128  -46.278128  -46.280081  |  0.479570  0.479570  0.479570
-46.280081  -46.282034  -46.280081  |  0.479570  0.479570  0.479570
-46.280081  -46.280081  -46.279104  |  0.479570  0.479570  0.479570
-46.279104  -46.278128  -46.279104  |  0.479570  0.479570  0.479570
-46.279104  -46.279104  -46.279104  |  0.479570  0.479570  0.479570
-46.279104  -46.279104  -46.279349  |  0.479570  0.479570  0.479570
-46.279349  -46.279593  -46.279349  |  0.479570  0.479570  0.479570
-46.279349  -46.279349  -46.279226  |  0.479570  0.479570  0.479570
-46.279226  -46.279104  -46.279226  |  0.479570  0.479570  0.479570
-46.279226  -46.279226  -46.279288  |  0.479570  0.479570  0.479570
-46.279288  -46.279349  -46.279288  |  0.479570  0.479570  0.479570
-46.279288  -46.279288  -46.279257  |  0.479570  0.479570  0.479570
-46.279257  -46.279226  -46.279257  |  0.479570  0.479570  0.479570
-46.279257  -46.279257  -46.279272  |  0.479570  0.479570  0.479570
-46.279272  -46.279288  -46.279272  |  0.479570  0.479570  0.479570
-46.279272  -46.279272  -46.279272  |  0.479570  0.479570  0.479570
-46.279272  -46.279272  -46.279268  |  0.479570  0.479570  0.479570
-46.279268  -46.279265  -46.279268  |  0.479570  0.479570  0.479570
-46.279268  -46.279268  -46.279268  |  0.479570  0.479570  0.479570
      xB        xP        xN  |     f(xB)     f(xP)     f(xN)
3.576806  3.576806  4.076806  |  0.498566  0.498566  0.422372
4.076806  4.576806  4.076806  |  0.422372  0.433503  0.422372
4.076806  4.076806  4.326806  |  0.422372  0.422372  0.415350
4.326806  4.576806  4.326806  |  0.415350  0.433503  0.415350
4.326806  4.326806  4.201806  |  0.415350  0.415350  0.415080
4.201806  4.076806  3.951806  |  0.415080  0.414883  0.414752
3.951806  3.701806  3.701806  |  0.414752  0.414670  0.414670
3.701806  3.451806  3.576806  |  0.414670  0.414792  0.414708
3.701806  3.701806  3.764306  |  0.414670  0.414670  0.414670
3.764306  3.826806  3.764306  |  0.414670  0.414683  0.414670
3.764306  3.764306  3.733056  |  0.414670  0.414670  0.414668
3.733056  3.701806  3.733056  |  0.414668  0.414670  0.414668
3.733056  3.733056  3.733056  |  0.414668  0.414668  0.414668
3.733056  3.733056  3.733056  |  0.414668  0.414668  0.414668
3.733056  3.733056  3.733056  |  0.414668  0.414668  0.414668
3.733056  3.733056  3.735009  |  0.414668  0.414668  0.414668
3.735009  3.736962  3.735009  |  0.414668  0.414668  0.414668
3.735009  3.735009  3.734032  |  0.414668  0.414668  0.414668
3.734032  3.733056  3.734032  |  0.414668  0.414668  0.414668
3.734032  3.734032  3.734521  |  0.414668  0.414668  0.414668
3.734521  3.735009  3.734521  |  0.414668  0.414668  0.414668
3.734521  3.734521  3.734276  |  0.414668  0.414668  0.414668
3.734276  3.734032  3.734276  |  0.414668  0.414668  0.414668
3.734276  3.734276  3.734276  |  0.414668  0.414668  0.414668
3.734276  3.734276  3.734276  |  0.414668  0.414668  0.414668
3.734276  3.734276  3.734307  |  0.414668  0.414668  0.414668
3.734307  3.734337  3.734307  |  0.414668  0.414668  0.414668
3.734307  3.734307  3.734307  |  0.414668  0.414668  0.414668
3.734307  3.734307  3.734299  |  0.414668  0.414668  0.414668
3.734299  3.734292  3.734299  |  0.414668  0.414668  0.414668
3.734299  3.734299  3.734299  |  0.414668  0.414668  0.414668
3.734299  3.734299  3.734301  |  0.414668  0.414668  0.414668
3.734301  3.734303  3.734301  |  0.414668  0.414668  0.414668
        xB          xP          xN  |     f(xB)     f(xP)     f(xN)
-13.357275  -13.357275  -13.857275  |  0.461633  0.461633  0.373834
-13.857275  -14.357275  -13.857275  |  0.373834  0.479532  0.373834
-13.857275  -13.857275  -13.857275  |  0.373834  0.373834  0.373834
-13.857275  -13.857275  -13.732275  |  0.373834  0.373834  0.373309
-13.732275  -13.607275  -13.732275  |  0.373309  0.374299  0.373309
-13.732275  -13.732275  -13.732275  |  0.373309  0.373309  0.373309
-13.732275  -13.732275  -13.763525  |  0.373309  0.373309  0.373297
-13.763525  -13.794775  -13.763525  |  0.373297  0.373381  0.373297
-13.763525  -13.763525  -13.747900  |  0.373297  0.373297  0.373291
-13.747900  -13.732275  -13.747900  |  0.373291  0.373309  0.373291
-13.747900  -13.747900  -13.747900  |  0.373291  0.373291  0.373291
-13.747900  -13.747900  -13.751806  |  0.373291  0.373291  0.373291
-13.751806  -13.755713  -13.751806  |  0.373291  0.373291  0.373291
-13.751806  -13.751806  -13.751806  |  0.373291  0.373291  0.373291
-13.751806  -13.751806  -13.751806  |  0.373291  0.373291  0.373291
-13.751806  -13.751806  -13.751806  |  0.373291  0.373291  0.373291
-13.751806  -13.751806  -13.751806  |  0.373291  0.373291  0.373291
-13.751806  -13.751806  -13.751806  |  0.373291  0.373291  0.373291
-13.751806  -13.751806  -13.751806  |  0.373291  0.373291  0.373291
-13.751806  -13.751806  -13.751776  |  0.373291  0.373291  0.373291
-13.751776  -13.751745  -13.751776  |  0.373291  0.373291  0.373291
-13.751776  -13.751776  -13.751776  |  0.373291  0.373291  0.373291
-13.751776  -13.751776  -13.751776  |  0.373291  0.373291  0.373291
-13.751776  -13.751776  -13.751776  |  0.373291  0.373291  0.373291
-13.751776  -13.751776  -13.751776  |  0.373291  0.373291  0.373291
        xB          xP          xN  |     f(xB)     f(xP)     f(xN)
-39.026571  -39.026571  -39.026571  |  0.430997  0.430997  0.430105
-39.026571  -39.026571  -39.026571  |  0.430105  0.434994  0.430105
-39.026571  -39.026571  -39.026571  |  0.430105  0.430105  0.429785
-39.026571  -39.026571  -39.026571  |  0.429785  0.430997  0.429785
-39.026571  -39.026571  -39.026571  |  0.429785  0.429785  0.429758
-39.026571  -39.026571  -39.026571  |  0.429758  0.430105  0.429758
-39.026571  -39.026571  -39.026571  |  0.429758  0.429758  0.429724
-39.026571  -39.026571  -39.026571  |  0.429724  0.429785  0.429724
-39.026571  -39.026571  -39.026571  |  0.429724  0.429724  0.429724
-39.026571  -39.026571  -39.026571  |  0.429724  0.429724  0.429723
-39.026571  -39.026571  -39.026571  |  0.429723  0.429729  0.429723
-39.026571  -39.026571  -39.026571  |  0.429723  0.429723  0.429723
-39.026571  -39.026571  -39.026571  |  0.429723  0.429724  0.429723
-39.026571  -39.026571  -39.026571  |  0.429723  0.429723  0.429723
-39.026571  -39.026571  -39.026571  |  0.429723  0.429723  0.429723
-39.026571  -39.026571  -39.026571  |  0.429723  0.429723  0.429723
-39.026571  -39.026571  -39.026571  |  0.429723  0.429723  0.429723
-39.026571  -39.026571  -39.026571  |  0.429723  0.429723  0.429723
-39.026571  -39.026571  -39.026571  |  0.429723  0.429723  0.429723
-39.026571  -39.026571  -39.026571  |  0.429723  0.429723  0.429723
-39.026571  -39.026571  -39.026571  |  0.429723  0.429723  0.429723
-39.026571  -39.026571  -39.026571  |  0.429723  0.429723  0.429723
-39.026571  -39.026571  -39.026571  |  0.429723  0.429723  0.429723
-39.026571  -39.026571  -39.026571  |  0.429723  0.429723  0.429723
-39.026571  -39.026571  -39.026571  |  0.429723  0.429723  0.429723
-39.026571  -39.026571  -39.026571  |  0.429723  0.429723  0.429723
-39.026571  -39.026571  -39.026571  |  0.429723  0.429723  0.429723
-39.026571  -39.026571  -39.026571  |  0.429723  0.429723  0.429723
-39.026571  -39.026571  -39.026571  |  0.429723  0.429723  0.429723
-39.026571  -39.026571  -39.026571  |  0.429723  0.429723  0.429723
-39.026571  -39.026571  -39.026571  |  0.429723  0.429723  0.429723
        xB          xP          xN  |     f(xB)     f(xP)     f(xN)
-12.779723  -12.779723  -12.279723  |  0.279910  0.279910  0.178426
-12.279723  -11.779723  -12.279723  |  0.178426  0.263414  0.178426
-12.279723  -12.279723  -12.279723  |  0.178426  0.178426  0.178426
-12.279723  -12.279723  -12.279723  |  0.178426  0.178426  0.178426
-12.279723  -12.279723  -12.279723  |  0.178426  0.178426  0.178426
-12.279723  -12.279723  -12.248473  |  0.178426  0.178426  0.178251
-12.248473  -12.217223  -12.248473  |  0.178251  0.178842  0.178251
-12.248473  -12.248473  -12.264098  |  0.178251  0.178251  0.178234
-12.264098  -12.279723  -12.279723  |  0.178234  0.178224  0.178224
-12.279723  -12.295348  -12.295348  |  0.178224  0.178223  0.178223
-12.295348  -12.310973  -12.310973  |  0.178223  0.178230  0.178230
-12.295348  -12.295348  -12.295348  |  0.178223  0.178223  0.178223
-12.295348  -12.295348  -12.295348  |  0.178223  0.178223  0.178223
-12.295348  -12.295348  -12.293395  |  0.178223  0.178223  0.178222
-12.293395  -12.291442  -12.291442  |  0.178222  0.178222  0.178222
-12.291442  -12.289489  -12.289489  |  0.178222  0.178222  0.178222
-12.289489  -12.287536  -12.287536  |  0.178222  0.178222  0.178222
-12.289489  -12.289489  -12.289489  |  0.178222  0.178222  0.178222
-12.289489  -12.289489  -12.289489  |  0.178222  0.178222  0.178222
-12.289489  -12.289489  -12.289733  |  0.178222  0.178222  0.178222
-12.289733  -12.289977  -12.289733  |  0.178222  0.178222  0.178222
-12.289733  -12.289733  -12.289611  |  0.178222  0.178222  0.178222
-12.289611  -12.289489  -12.289611  |  0.178222  0.178222  0.178222
-12.289611  -12.289611  -12.289672  |  0.178222  0.178222  0.178222
-12.289672  -12.289733  -12.289672  |  0.178222  0.178222  0.178222
-12.289672  -12.289672  -12.289672  |  0.178222  0.178222  0.178222
-12.289672  -12.289672  -12.289702  |  0.178222  0.178222  0.178222
-12.289702  -12.289733  -12.289733  |  0.178222  0.178222  0.178222
-12.289733  -12.289763  -12.289763  |  0.178222  0.178222  0.178222
-12.289733  -12.289733  -12.289733  |  0.178222  0.178222  0.178222
-12.289733  -12.289733  -12.289733  |  0.178222  0.178222  0.178222
-12.289733  -12.289733  -12.289741  |  0.178222  0.178222  0.178222
-12.289741  -12.289748  -12.289748  |  0.178222  0.178222  0.178222
-12.289748  -12.289756  -12.289756  |  0.178222  0.178222  0.178222
-12.289748  -12.289748  -12.289748  |  0.178222  0.178222  0.178222
-12.289748  -12.289748  -12.289748  |  0.178222  0.178222  0.178222
        xB          xP          xN  |     f(xB)     f(xP)     f(xN)
-32.195179  -32.195179  -32.695179  |  0.536933  0.536933  0.416516
-32.695179  -33.195179  -32.695179  |  0.416516  0.415269  0.396110
-32.695179  -32.695179  -32.195179  |  0.396110  0.417292  0.396400
-32.695179  -32.695179  -32.695179  |  0.396110  0.396110  0.396110
-32.695179  -32.695179  -32.695179  |  0.396110  0.396110  0.396110
-32.695179  -32.695179  -32.695179  |  0.396110  0.396110  0.396110
-32.695179  -32.695179  -32.695179  |  0.396110  0.396110  0.396099
-32.695179  -32.695179  -32.695179  |  0.396099  0.396131  0.396099
-32.695179  -32.695179  -32.695179  |  0.396099  0.396099  0.396099
-32.695179  -32.695179  -32.695179  |  0.396099  0.396099  0.396098
-32.695179  -32.695179  -32.695179  |  0.396098  0.396099  0.396098
-32.695179  -32.695179  -32.695179  |  0.396098  0.396098  0.396098
-32.695179  -32.695179  -32.695179  |  0.396098  0.396098  0.396098
-32.695179  -32.695179  -32.695179  |  0.396098  0.396098  0.396098
-32.695179  -32.695179  -32.695179  |  0.396098  0.396098  0.396098
-32.695179  -32.695179  -32.695179  |  0.396098  0.396098  0.396098
-32.695179  -32.695179  -32.695179  |  0.396098  0.396098  0.396098
-32.695179  -32.695179  -32.695179  |  0.396098  0.396098  0.396098
-32.695179  -32.695179  -32.695179  |  0.396098  0.396098  0.396098
-32.695179  -32.695179  -32.695179  |  0.396098  0.396098  0.396098
-32.695179  -32.695179  -32.695179  |  0.396098  0.396098  0.396098
-32.695179  -32.695179  -32.695179  |  0.396098  0.396098  0.396098
-32.695179  -32.695179  -32.695179  |  0.396098  0.396098  0.396098
-32.695179  -32.695179  -32.695179  |  0.396098  0.396098  0.396098
-32.695179  -32.695179  -32.695179  |  0.396098  0.396098  0.396098
       xB         xP         xN  |     f(xB)     f(xP)     f(xN)
-5.699827  -5.699827  -5.199827  |  0.477265  0.477265  0.134572
-5.199827  -4.699827  -5.199827  |  0.134572  0.339355  0.134572
-5.199827  -5.199827  -4.949827  |  0.134572  0.134572  0.126991
-4.949827  -4.699827  -4.949827  |  0.126991  0.133872  0.126991
-4.949827  -4.949827  -4.949827  |  0.126991  0.126991  0.126991
-4.949827  -4.949827  -4.949827  |  0.126991  0.126991  0.126991
-4.949827  -4.949827  -4.949827  |  0.126991  0.126991  0.126991
-4.949827  -4.949827  -4.949827  |  0.126991  0.126991  0.126991
-4.949827  -4.949827  -4.949827  |  0.126991  0.126991  0.126991
-4.949827  -4.949827  -4.949827  |  0.126991  0.126991  0.126991
-4.949827  -4.949827  -4.947874  |  0.126991  0.126991  0.126991
-4.947874  -4.945921  -4.947874  |  0.126991  0.126991  0.126991
-4.947874  -4.947874  -4.948850  |  0.126991  0.126991  0.126991
-4.948850  -4.949827  -4.948850  |  0.126991  0.126991  0.126991
-4.948850  -4.948850  -4.948850  |  0.126991  0.126991  0.126991
-4.948850  -4.948850  -4.948606  |  0.126991  0.126991  0.126991
-4.948606  -4.948362  -4.948606  |  0.126991  0.126991  0.126991
-4.948606  -4.948606  -4.948728  |  0.126991  0.126991  0.126991
-4.948728  -4.948850  -4.948728  |  0.126991  0.126991  0.126991
-4.948728  -4.948728  -4.948728  |  0.126991  0.126991  0.126991
-4.948728  -4.948728  -4.948728  |  0.126991  0.126991  0.126991
-4.948728  -4.948728  -4.948728  |  0.126991  0.126991  0.126991
-4.948728  -4.948728  -4.948728  |  0.126991  0.126991  0.126991
-4.948728  -4.948728  -4.948724  |  0.126991  0.126991  0.126991
-4.948724  -4.948721  -4.948724  |  0.126991  0.126991  0.126991
-4.948724  -4.948724  -4.948724  |  0.126991  0.126991  0.126991
        xB          xP          xN  |     f(xB)     f(xP)     f(xN)
-46.092820  -46.092820  -46.092820  |  0.459792  0.459792  0.459792
-46.092820  -46.092820  -46.092820  |  0.459792  0.459792  0.459792
-46.092820  -46.092820  -46.092820  |  0.459792  0.459792  0.459792
-46.092820  -46.092820  -46.092820  |  0.459792  0.459792  0.459792
-46.092820  -46.092820  -46.092820  |  0.459792  0.459792  0.459781
-46.092820  -46.092820  -46.092820  |  0.459781  0.459795  0.459781
-46.092820  -46.092820  -46.092820  |  0.459781  0.459781  0.459781
-46.092820  -46.092820  -46.092820  |  0.459781  0.459781  0.459781
-46.092820  -46.092820  -46.092820  |  0.459781  0.459781  0.459781
-46.092820  -46.092820  -46.088913  |  0.459781  0.459782  0.459781
-46.088913  -46.085007  -46.085007  |  0.459781  0.459781  0.459781
-46.085007  -46.081101  -46.081101  |  0.459781  0.459781  0.459781
-46.085007  -46.085007  -46.085007  |  0.459781  0.459781  0.459781
-46.085007  -46.085007  -46.085007  |  0.459781  0.459781  0.459781
-46.085007  -46.085007  -46.085007  |  0.459781  0.459781  0.459781
-46.085007  -46.085007  -46.085007  |  0.459781  0.459781  0.459781
-46.085007  -46.085007  -46.085007  |  0.459781  0.459781  0.459781
-46.085007  -46.085007  -46.085007  |  0.459781  0.459781  0.459781
-46.085007  -46.085007  -46.085007  |  0.459781  0.459781  0.459781
-46.085007  -46.085007  -46.085007  |  0.459781  0.459781  0.459781
-46.085007  -46.085007  -46.085038  |  0.459781  0.459781  0.459781
-46.085038  -46.085068  -46.085068  |  0.459781  0.459781  0.459781
-46.085038  -46.085038  -46.085038  |  0.459781  0.459781  0.459781
-46.085038  -46.085038  -46.085038  |  0.459781  0.459781  0.459781
-46.085038  -46.085038  -46.085038  |  0.459781  0.459781  0.459781
-46.085038  -46.085038  -46.085038  |  0.459781  0.459781  0.459781
-46.085038  -46.085038  -46.085038  |  0.459781  0.459781  0.459781
        xB          xP          xN  |     f(xB)     f(xP)     f(xN)
-37.461699  -37.461699  -37.961699  |  0.455717  0.455717  0.429804
-37.961699  -38.461699  -37.961699  |  0.429804  0.460181  0.429804
-37.961699  -37.961699  -37.961699  |  0.429804  0.429804  0.429804
-37.961699  -37.961699  -37.961699  |  0.429804  0.429804  0.429790
-37.961699  -37.961699  -38.086699  |  0.429790  0.430366  0.429725
-38.086699  -38.211699  -38.211699  |  0.429725  0.429859  0.429746
-38.086699  -38.086699  -38.086699  |  0.429725  0.429725  0.429725
